Customer ID,fisrt_name,LastName ,Gender?,Date Of Birth,CITY,state ,job_title,Customer Segment,AnnualIncome,join_date
C03760,   aDitYa  ,desai ,Female,09-06-1962,  Gurugram ,Haryana, Student   ,Retail,870220.71,07-06-2023
C00125,  SnEHa ,iyer   ,Male,23-10-1968,ahmedabad  ,Gujarat,,SME,464274.06,18-11-2025
,  Vivaan  ,   gupta ,Female,11-05-1988, Lucknow,Uttar Pradesh, Business Owner   ,Retail,709260.34,17-10-2019
C03084,KiArA ,   Agarwal,Female,02-04-1993,Mysuru ,Karnataka,  Freelancer,Retail,180000.0,03-09-2025
C03206,Krishna,   kULKArNi ,Male,27-10-1963, SURAT  ,Gujarat,   Student   ,Wealth,540000.0,27/04/2024
C01730,   rahul, Bansal,Female,23-03-2000, Kochi  ,Kerala,Retired  ,Retail,1220681.86,11-23-2020
C00085,  aadhya   ,   jAIn ,Male,15-02-1970,   Kochi  ,Kerala, Self Employed   ,SME,584267.21,12-04-2022
C00390, krishna ,   josHI ,Male,28-04-1990,  HYDERABAD ,Telangana,,Retail,542131.25,30/01/2018
C01340,AYaan, KAPOOR  ,Male,09-07-1965,surat,Gujarat,Salaried  ,Retail,338022.63,12-04-2022
C01147,MYRA ,  kULKarni   ,Male,25-04-2001, Chandigarh   ,Chandigarh,   Freelancer,Retail,1146687.5,15-09-2021
C03599,Sai   ,mIsHrA   ,Female,12-07-1998,Lucknow ,Uttar Pradesh,Retired  ,SME,592791.84,07-02-2024
C01238,sai ,   NAIR   ,Female,12-02-1979,NOIDA,Uttar Pradesh,Salaried,Premium,,20-04-2024
C01177,  riya  ,   kulkarni ,Male,22-04-1990,   Chandigarh,Chandigarh,Salaried,Retail,858366.07,28/01/2026
C04084,  aadhya ,   jain,Female,10-01-1966,NAN,West Bengal,,Retail,371346.89,2025/05/12
C01449, Amit,  nair  ,Male,21-05-1984, Pune,Maharashtra,   Self Employed  ,Retail,,10-07-2022
C02193,  isHaAn  , MEHTA  ,Female,28-03-1964,  Noida   ,Uttar Pradesh,,Premium,494516.11,18-04-2025
C01802,pooja  ,   KUMAR ,Male,04-04-2004,  Bhopal ,Madhya Pradesh,  Salaried,Corporate,873033.19,2018-01-23
C00731,  aditya  ,Desai  ,Male,13-04-1984,,Tamil Nadu,  Retired   ,Retail,,04-17-2019
C03920, ViHAaN ,Iyer,Female,13-03-1993,Delhi ,Delhi,  Self Employed  ,SME,252000.0,27-05-2023
C04208,  IShaaN  ,  patel,Female,22-02-1993,,Maharashtra,  Student,Retail,1238917.53,23-01-2026
C03655,   IsHaan , SHARMA  ,Female,14-12-1994,KOCHI ,Kerala, Salaried   ,Retail,278940.83,28-11-2022
,   Pooja   , NAIR ,Female,12-11-1976, Nagpur ,Maharashtra,  Freelancer   ,SME,389592.8,23-03-2021
C01463,KIARA,   verma   ,Female,24-12-1962,   Hyderabad  ,Telangana,,SME,413207.17,2018/03/29
C04063,  IRA  , dEsai  ,Male,11-04-1982, HYDERABAD,Telangana,,Retail,427482.07,01-11-2024
C00484,   ayaan   ,   MALHOTRA  ,Female,15-08-2002,NAGPUR   ,Maharashtra,  Retired,Retail,180000.0,18-01-2025
C01710,   sara ,  reddy   ,Female,07-06-2000, hyderabad,Telangana,   Student ,Retail,299554.43,02-03-2026
C02235, ISHAAN,  verma,Male,10-10-1967,   Ahmedabad ,Gujarat, Freelancer,Retail,514756.46,2020/08/30
C04325,pooja   ,   JAIN,Female,15-02-1981, kochi,Kerala,   Self Employed   ,Retail,788794.64,04-09-2018
,  SARA,  REDDY ,Female,18-05-1981,   Kochi,Kerala,  Self Employed ,Wealth,2851139.1,16-06-2018
C00311,SNEHA ,  sharma,Male,01-11-1961,  Bhopal ,Madhya Pradesh,   Business Owner ,Retail,unknown,27-10-2024
C02571,myra,Joshi   ,Male,10-01-1967,NAN,Tamil Nadu, Retired   ,Retail,581490.79,01-15-2019
C02233,  KIARA ,   JAIN ,Female,28-08-1994,   Delhi  ,Delhi,   Student,Premium,1332708.44,08-04-2022
C01119,Ishaan   , Chopra  ,Female,05-05-2003,Jaipur   ,Rajasthan, Freelancer   ,Corporate,1207577.43,22/07/2020
C02655,  PARI   ,maLhotRA  ,Female,10-09-1993, Indore  ,Madhya Pradesh,Self Employed   ,Corporate,,02-09-2022
C03261,  DIYA ,   Kulkarni ,Male,09-02-1981, Mysuru ,Karnataka,  Business Owner ,Retail,2216403.04,26-10-2018
C02824, sara   ,iyer,Female,23-08-1983,,Chandigarh,   Retired  ,SME,775520.14,2024/05/23
C03178,  MYRA   ,malhotra  ,Female,05-01-1989,  SURAT,Gujarat,   Self Employed,Wealth,712371.24,2018/08/14
C02326,Diya,  SINGH   ,Male,03-04-1961,  DELHI   ,Delhi,   Business Owner  ,SME,$1026726.71,29-05-2022
C02269, paRI,iyer,Female,02-10-1965,   Indore  ,Madhya Pradesh,   Salaried ,Retail,523832.56,24-03-2022
C04420, aaDhYA, IYER ,Male,10-07-1960,,Karnataka,  Freelancer   ,SME,unknown,10/09/2018
C02061,   AaRAV  ,JOSHI ,Female,24-05-1962,,Uttar Pradesh,Business Owner   ,SME,347113.12,16-09-2019
C02348, kabIr , Verma ,Female,07-10-1969,   Mumbai  ,Maharashtra,   Business Owner ,Retail,552862.8,02-12-2019
C03306,aditya ,  malhotra   ,Male,04-07-1986,   Surat ,Gujarat,   Student,Retail,638070.64,04-10-2023
C01383,   aARAv   , BANSal,Male,02-04-1993,   Mumbai,Maharashtra,,Retail,unknown,2021-01-25
C00328,  Nisha , gupta   ,Male,09-09-2002, Mysuru   ,Karnataka,  Business Owner   ,Premium,1103135.6,12-04-2019
C00970,aadhya   ,   chopra,Male,16-08-1972,Kochi,Kerala,Student,Retail,433662.66,04-09-2022
,   ROHAN ,  VeRMa ,Male,10-07-1999,Indore ,Madhya Pradesh,Self Employed,Retail,,01-01-2019
C04219,KaRAn ,   GUPTA,Female,06-12-1963,  bhopal ,Madhya Pradesh,   Self Employed   ,Retail,314568.96,11-04-2025
C03987,   ira ,   NAIR,Male,22-02-1997,Bengaluru ,Karnataka,,SME,338604.62,18-08-2024
C00931, KABIr ,   KAPOOR  ,Male,19-06-1998,GURUGRAM  ,Haryana,Student ,Retail,489355.1,10-03-2021
C02116, SNEHA   ,   verma,Female,01-08-1961,   indore,Madhya Pradesh,Retired  ,Retail,372689.97,06-07-2021
C04096,Pooja ,agarwal  ,Female,17-02-1990,Indore   ,Madhya Pradesh,Salaried  ,Retail,318476.81,12-07-2022
C04358,Aarav   ,   JOSHI,Male,16-09-1973, Nagpur ,Maharashtra,Freelancer,Retail,unknown,08-22-2024
C04767,   Aadhya ,   joshi  ,Male,18-08-1975,   Gurugram ,Haryana,  Freelancer   ,SME,880264.35,11/01/2020
C00419,Sai  ,  CHOPRA   ,Male,06-07-1988,Bhopal,Madhya Pradesh, Salaried  ,Retail,,2018-09-19
C04791,  MYRA,   Kumar ,Female,28-08-1994,   NOIDA ,Uttar Pradesh,   Student,Retail,1257216.83,23-02-2026
C00139,vivaan ,   DesaI ,Female,04-11-2002, LUCKNOW,Uttar Pradesh,  Freelancer  ,Corporate,,2019/12/19
C00500,aaRav  ,  naIr  ,Male,02-12-1973,,Delhi,,Retail,,31-08-2024
C00347,Rohan,MISHRA   ,Female,19-12-1971,NAN,Madhya Pradesh,  Retired  ,Retail,616494.89,25-04-2022
,   VIVAAN   ,  GupTa  ,Male,27-09-1977,,Gujarat, Retired ,Retail,336628.23,05-12-2023
C03424,   Ira,  Agarwal ,Male,06-06-1992,   Bengaluru  ,Karnataka, Salaried   ,Corporate,,2025-12-30
C04326, Krishna  ,pAteL,Female,28-05-1964, Ahmedabad ,Gujarat,  Business Owner ,SME,258206.79,16/04/2018
C03138, Ira   , IYER ,Male,21-09-1967,,Delhi,,Retail,275942.86,24-02-2019
C01188,SAI, iyer,Male,26-06-1982, Indore,Madhya Pradesh,   Salaried   ,Retail,unknown,02-17-2020
C04065,   SARa  , Verma ,Male,06-10-1994, Chennai   ,Tamil Nadu,   Salaried  ,Retail,180000.0,18-05-2023
C04540,Diya  , Nair,Male,18-08-1962,Nagpur  ,Maharashtra, Business Owner  ,Retail,372639.3,10-05-2019
C01530, sara , Kumar  ,Male,01-12-1984, Pune,Maharashtra,Freelancer ,SME,639274.73,2024-03-14
,   Sara ,  cHOpRa   ,Male,02-03-1972,JAIPUR ,Rajasthan,Retired,Retail,736267.28,20-03-2025
C01602,   Sneha   ,chopra  ,Male,14-02-1990,Bengaluru   ,Karnataka, Student ,Premium,930803.8,2021-07-11
C03367,PooJa , sharma   ,Male,02-10-1974,Hyderabad  ,Telangana,   Retired  ,Wealth,606373.26,27/12/2021
,   pari  ,MALHOTRA   ,Female,19-05-1963,   Kolkata ,West Bengal,  Self Employed ,Premium,827929.51,02-04-2023
C04264, pooja,patel,Male,24-11-1989,   Pune   ,Maharashtra, Salaried ,Retail,482153.78,08-07-2019
,  anika,JaiN   ,Female,01-06-1992,,Maharashtra,   Retired,Premium,1343645.91,29/09/2021
C00449,   NIsHa  , nair   ,Male,02-12-1960,  AHMEDABAD  ,Gujarat, Business Owner   ,Wealth,unknown,27-06-2020
C04733,myra ,   CHOPRA  ,Female,21-11-1986, DELHI,Delhi,,Retail,609833.58,25-12-2022
C04115,  Aarav   ,  MeHTA  ,Male,07-08-1997,  kolkata,West Bengal,,Premium,519712.09,01-01-2024
C00885,ISHAAN  ,   Chopra ,Male,03-06-1963,pune ,Maharashtra,Business Owner,SME,301222.87,2022-05-20
C00848,   Pooja ,   DESAI   ,Female,04-05-1981,Kolkata,West Bengal, Self Employed   ,Retail,737248.85,17-04-2025
C04211,   AMIT  , jain  ,Female,19-07-2003,   LUCKNOW ,Uttar Pradesh,  Freelancer,Corporate,453766.21,18-10-2023
C03013,rohan ,kumar   ,Female,26-01-1981, NOIDA ,Uttar Pradesh,Salaried,SME,1231914.05,31/01/2020
C04790,   vihaan   ,  Reddy   ,Female,21-08-1983, nagpur,Maharashtra,   Business Owner,Retail,180000.0,20/12/2023
C00354,  ROHAN  ,verma,Female,17-04-1984,KOCHI  ,Kerala,  Student ,Corporate,,03-09-2022
C01409,  Arjun  , joshi  ,Female,22-09-2002,   Ahmedabad,Gujarat,  Business Owner ,Retail,1305394.75,2020/02/10
C03858,PRIYA  ,   Nair  ,Male,03-08-1962,  SURAT  ,Gujarat,  Self Employed,Retail,,27-03-2025
C00069,   aMit,   reddy,Male,22-04-1965,  mumbai ,Maharashtra, Self Employed  ,SME,2618761.78,12-04-2023
C02065,   KARAN  , sharma  ,Female,13-06-2001,   Pune  ,Maharashtra,Retired  ,Retail,,08-01-2022
C03169, NEHA  ,  KULKARNI ,Male,22-11-1969,  Indore ,Madhya Pradesh,  Freelancer,Retail,263157.26,2018/12/15
C03491, ishaan  , Nair,Male,20-05-1991,gurugram ,Haryana,Freelancer ,Retail,497207.76,2020/08/08
C04440,aNAYa   ,Gupta ,Male,03-10-1991,   Ahmedabad  ,Gujarat,   Business Owner ,Corporate,444019.88,04-10-2024
C04871, Aarav  ,SHARMA  ,Female,06-01-1969,   jaipur   ,Rajasthan, Self Employed,SME,628129.54,03-04-2025
C00430, aadhya,  PATEL   ,Female,27-02-1981,nan,Maharashtra,  Self Employed  ,Corporate,617354.67,27-02-2020
C04303,  Arjun,BANSAL  ,Male,21-07-1964,nan,Gujarat, Salaried,Retail,$unknown,26-10-2021
C04620,  VIVaan   ,   KUMAR   ,Female,27-03-1961, INDORE   ,Madhya Pradesh, Freelancer   ,Retail,504421.05,04-10-2019
C00942, krishNA   ,   gUpTA   ,Male,01-04-1967,mysuru ,Karnataka,Business Owner ,SME,818747.71,03-11-2022
C04511,nisha , PATEL ,Male,20-04-1999,AHMEDABAD ,Gujarat, Student ,Retail,540127.74,19-01-2026
C02829,   AmiT,  MISHRA,Female,02-03-1980,  Chennai ,Tamil Nadu,,SME,252000.0,09-04-2020
C02252,  ANIKA  ,  mishra  ,Male,24-05-1989,SURAT  ,Gujarat,Salaried,SME,278578.44,29-04-2022
C03394,   REYANSH ,   Kulkarni  ,Female,24-04-1970, Pune,Maharashtra,  Salaried  ,Corporate,2338543.44,21/10/2019
C02089,   Diya,  Jain  ,Female,13-12-1968,   mumbai,Maharashtra, Salaried  ,Retail,$457353.57,2020-06-04
C04741,ayaan  ,   Desai,Female,11-01-2004,  Coimbatore ,Tamil Nadu,Business Owner,Retail,$444943.66,2021-01-24
C00198,Aditya  ,   Kulkarni,Female,05-09-1995,  Surat   ,Gujarat, Salaried  ,Retail,313273.68,03-01-2024
C00429,ishaan  ,jain ,Female,03-04-1960, Jaipur   ,Rajasthan,   Student  ,Retail,438359.49,25-10-2025
C01620,   aarav,   MALHOTRA   ,Male,06-11-1984,kochi,Kerala, Salaried  ,SME,1106899.37,21-10-2024
C04045, NEHA, Patel ,Male,15-09-1962,Ahmedabad,Gujarat,   Self Employed   ,Retail,180000.0,24-01-2023
C01350,RIYA  ,BANSAL,Female,03-04-1962,Delhi  ,Delhi,Student ,Premium,666360.61,11/05/2021
C03872, RIYa   ,   KulkARNi   ,Male,04-05-2000,Gurugram   ,Haryana,,Premium,$963259.22,21-05-2019
C00213,ROHAN  ,Kapoor  ,Female,08-08-1988,Hyderabad,Telangana,Salaried ,Retail,,08-12-2024
C02175,   diya   ,   REDDY,Male,13-02-1979, Gurugram,Haryana, Retired   ,SME,787042.28,08-11-2022
C01339,   Aarav , jain,Female,23-11-1975,Nagpur  ,Maharashtra,Freelancer   ,Retail,491669.89,30/12/2022
C03489,   ANAYA  ,verma,Female,20-07-1970,Mysuru   ,Karnataka,Freelancer ,Retail,375521.42,22-07-2020
,  NEHA  ,   JAIN ,Male,05-05-1998,  KOLKATA ,West Bengal,   Self Employed  ,Retail,330603.28,28-08-2019
C01095,   NISHA ,   Patel   ,Female,06-01-1985,   SURAT  ,Gujarat,Salaried,Wealth,685343.37,24-02-2020
C01544, vivaan,   Verma ,Male,12-09-2002,Kolkata  ,West Bengal,   Salaried,Retail,548035.76,13-02-2021
C04548, Aditya   , GUPTA,Male,17-12-1990,,Kerala, Self Employed   ,Retail,808517.64,04-23-2023
C04129,Pooja, sharma ,Male,19-02-2000,   Lucknow,Uttar Pradesh, Salaried ,Retail,1343830.05,01-11-2020
C02446,   Priya ,Jain,Female,28-01-1979,Mysuru,Karnataka, Freelancer ,Retail,922815.86,12-08-2019
C02099,  Arjun  ,   bansal   ,Female,01-07-1994,   Chennai ,Tamil Nadu, Salaried ,Retail,180000.0,21-06-2019
C03121,MYRA   ,  iyer ,Male,25-03-1973,  MYSURU,Karnataka,Retired  ,SME,unknown,10-06-2021
C02447,  Ira   , Nair   ,Male,26-09-1979,AHMEDABAD ,Gujarat,Freelancer   ,Retail,313974.2,26-07-2022
C00436,   POOJA ,Joshi  ,Male,26-09-1980,Lucknow,Uttar Pradesh,  Freelancer   ,Premium,324000.0,28-03-2022
C03614,  priya   ,  BANSAL  ,Male,16-04-1974,   Surat ,Gujarat,   Retired ,Premium,1191877.79,14-04-2019
C04293,reyAnSH,   Bansal ,Female,25-02-1997,  Bengaluru  ,Karnataka,,Premium,324000.0,15-12-2020
C03487,rahul ,  KUMAR   ,Male,10-03-2004,,Kerala,   Business Owner   ,Corporate,1063235.76,01-05-2025
C02742,ira ,   Iyer,Female,19-07-1973, KOCHI ,Kerala, Salaried,Retail,180000.0,25-08-2020
C01005,Neha,  Mehta  ,Male,17-11-1971,Pune ,Maharashtra,Freelancer  ,SME,670080.73,2020-11-27
C00339,   sara,   KUMAR  ,Male,21-01-1963,Chandigarh ,Chandigarh,  Student,SME,,2021-08-06
C03413, aditya,  SHARMA   ,Female,10-12-1999,Ahmedabad ,Gujarat,,Retail,512745.19,17-12-2025
C02381, REYANSH  ,  VERMa ,Female,24-10-1982, CHENNAI   ,Tamil Nadu,Business Owner   ,Premium,$1124083.46,07-25-2021
C01763,Aditya  , patel   ,Male,07-05-1995,nan,West Bengal,  Retired  ,Retail,338989.55,05-03-2024
C04558,RAHUL,   SINGH   ,Female,03-03-1985,   CHENNAI   ,Tamil Nadu, Salaried   ,Retail,,16-02-2023
C04328,anAya  , Reddy   ,Male,26-11-1975,   bhopal,Madhya Pradesh,,Wealth,1265943.75,08-07-2020
C02727, PRIYA  ,Patel,Male,15-07-1996, kolkata  ,West Bengal,,Retail,438103.63,11-02-2020
C00625,Priya  ,  PATEL ,Female,24-01-2001,  Gurugram  ,Haryana,  Business Owner   ,Retail,180000.0,2025/07/14
C03033,   pOojA ,  misHra  ,Female,02-04-1962, Nagpur   ,Maharashtra,   Business Owner ,SME,334794.52,08-12-2020
